root_id,chef,chef_id,cooking_time_minutes,description,error,photo_url,preparation_time_minutes,program,program_id,serves,time_scraped,title,total_time_minutes,url
"1","James Tanner","james_tanner","10",,"false","null","30","Ready Steady Cook","b006vcgr","1","1499227761","Ten-minute pizza","40","http://bbc.co.uk/food/recipes/10minutepizza_87314"
